"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","AUTAUGA","001","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,262,000","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","BULLOCK","011","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,904,895","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","DALLAS","047","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,132,250","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","ELMORE","051","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","LOWNDES","085","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","MACON","087","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","MARENGO","091","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","PERRY","105","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,793,252","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","BLACK BELT","40","SUMTER","119","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","BALDWIN","003","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","147,517,122","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","BUTLER","013","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","CONECUH","035","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,321,019","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","ESCAMBIA","053","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","72,448,690","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MOBILE","097","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","31,749,145","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","MONROE","099","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,990,037","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WASHINGTON","129","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,304,285","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","COASTAL PLAINS & GULF COAST","50","WILCOX","131","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","BLOUNT","009","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,862,298","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","MOUNTAINS & EASTERN VALLEY","20","DE KALB","049","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","NORTHERN VALLEY","10","LAWRENCE","079","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","CHILTON","021","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","FAYETTE","057","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,100,000","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","LEE","081","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,036,476","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT","30","TALLAPOOSA","123","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","BARBOUR","005","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,620,525","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COFFEE","031","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,006,528","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","COVINGTON","039","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,191,051","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","CRENSHAW","041","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,219,584","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","DALE","045","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,547,558","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","GENEVA","061","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","82,213,961","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HENRY","067","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","71,891,159","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","HOUSTON","069","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","141,532,721","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","PIKE","109","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,740,891","39.1"
"CENSUS","2012","YEAR","","COUNTY","ALABAMA","01","WIREGRASS","60","RUSSELL","113","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,482,286","39.1"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","CROSS","037","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","LEE","077","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","PHILLIPS","107","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","EAST CENTRAL","60","WOODRUFF","147","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","CRAIGHEAD","031","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","LAWRENCE","075","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,786,250","26.9"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","POINSETT","111","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,264,900","26.9"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","RANDOLPH","121","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,627,100","26.9"
"CENSUS","2012","YEAR","","COUNTY","ARKANSAS","05","NORTHEAST","30","WHITE","145","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","FRESNO","019","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","62,290","78.2"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KERN","029","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KINGS","031","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","ALACHUA","001","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,952,156","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","GILCHRIST","041","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,312,760","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","HILLSBOROUGH","057","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","LEVY","075","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","86,225,190","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","MARION","083","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","34,921,554","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","PUTNAM","107","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,600","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","SUMTER","119","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,466,625","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","VOLUSIA","127","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","345,700","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","COLUMBIA","023","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,802,190","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","DIXIE","029","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","DUVAL","031","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","HAMILTON","047","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","33,453,800","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","LAFAYETTE","067","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,438,500","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","MADISON","079","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,932,220","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHEAST","30","SUWANNEE","121","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","67,858,299","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","CALHOUN","013","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,570,614","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","ESCAMBIA","033","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,713,198","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","GADSDEN","039","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","HOLMES","059","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,625,430","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","JACKSON","063","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","109,429,129","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","JEFFERSON","065","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","OKALOOSA","091","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,258,065","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","SANTA ROSA","113","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","118,387,891","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","WALTON","131","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,477,265","13.7"
"CENSUS","2012","YEAR","","COUNTY","FLORIDA","12","NORTHWEST","10","WASHINGTON","133","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,061,222","13.7"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","BLECKLEY","023","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,134,439","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","CRAWFORD","079","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","DODGE","091","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,269,400","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","HOUSTON","153","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,847,900","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","JOHNSON","167","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,126,734","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","LAURENS","175","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,638,263","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","MONTGOMERY","209","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,018,800","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","PEACH","225","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,114,537","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","PULASKI","235","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","32,972,101","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","TREUTLEN","283","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","TWIGGS","289","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","WASHINGTON","303","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","26,615,471","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","WHEELER","309","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BULLOCH","031","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","92,083,109","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BURKE","033","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,593,536","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","CANDLER","043","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,250,196","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EFFINGHAM","103","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,091,488","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EMANUEL","107","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","55,805,770","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","GLASCOCK","125","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JEFFERSON","163","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,800,829","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JENKINS","165","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,213,730","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","SCREVEN","251","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","46,047,775","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","GWINNETT","135","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","ATKINSON","003","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,529,716","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","BEN HILL","017","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,242,829","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","BERRIEN","019","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,746,302","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","BROOKS","027","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","43,071,626","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","CLINCH","065","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COFFEE","069","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","97,319,436","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COLQUITT","071","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","79,269,432","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COOK","075","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","49,476,470","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","CRISP","081","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","66,496,519","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","DOOLY","093","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,366,192","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","IRWIN","155","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","133,963,297","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","JEFF DAVIS","161","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,809,737","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","LANIER","173","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,739,885","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","LOWNDES","185","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,930,401","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TELFAIR","271","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","111,999","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TIFT","277","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,549,609","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TURNER","287","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","52,871,544","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","WILCOX","315","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","92,824,430","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","WORTH","321","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,867,725","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","APPLING","001","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","86,861,603","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BACON","005","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,421,668","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BRANTLEY","025","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,517,621","4.8"
"CENSUS","2012","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BRYAN","029","","","00000000","","PEANUTS","PEANUTS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
